0.5,57.9,23.9,0.9,0.5,0.5,5.8,3.3,0.5,0.3,0,51.9,2,2,1,0
1.8,57.9,26.3,1.1,0.5,0.4,6.2,3.5,0.5,0.2,0,53.5,3,3,1,1
1.3,57.9,24.7,1,0.5,0.6,6.2,3.3,0.8,0.2,0,57.8,2,1,3,1
1.3,55.2,23.6,1,0.4,0.5,6.6,3.5,0.9,0.2,0,47.1,2,2,1,1
1.1,55.2,20.5,1.1,0.3,0.8,6.5,3.7,1,0.1,0,48.3,2,2,1,1
1.3,86.4,27.3,1.4,0.1,0,10.9,4.7,0.2,0,0,48.9,4,3,1,0
0.5,86.4,28.3,1.6,0.1,0,11.8,5.3,0.2,0,0,52.3,4,2,0,0
0.6,85.7,29.2,1.5,0.1,0,12.1,5.2,0.3,0,0,65.5,3,1,1,0
1.2,84.9,27.4,1.5,0.1,0,12.6,5.5,0.5,0.1,0,52,4,3,2,0
2.1,84.6,26.9,1.7,0.1,0.1,13,5.9,0.4,0.1,0,38.8,4,2,0,0
2.3,56.5,9.5,0.2,0.1,0.1,8.4,3.3,1.2,0,0,47.1,0,0,1,0
1.8,57.8,9.1,0.3,0.1,0,8.8,3.5,1.1,0,0,43.5,5,1,0,1
1.5,57.8,9,0.4,0.1,0.1,8.9,3.5,1.1,0,0,48.5,4,1,0,0
1.1,56.6,8.9,0.4,0,0.1,8.9,3.6,1.1,0,0,41.3,5,1,0,0
1.2,56.2,8.9,0.4,0,0.1,8.8,3.7,1.1,0,0,52.1,0,0,0,0
1,90,44.1,2,0.8,2.3,9.5,5.7,1.3,0.1,0,54.9,2,4,0,0
0.8,90,44.4,1.9,0.9,2.5,9,5.4,1.2,0.1,0,53,2,4,2,3
1.9,90,44.1,2.4,0.7,2.6,9.6,5.6,1.2,0.1,0,43.6,2,4,1,4
1.8,90,39.2,2.8,0.8,2.5,9.8,5.8,1.2,0.1,0,47.6,2,4,0,1
2.2,90,37.9,2.6,0.7,2.6,8.8,5.1,1.1,0.1,0,47.8,2,4,3,2
2,44.5,14.2,0.3,0,0.1,5.1,2.4,0.7,0.2,0,45,3,1,0,1
1.5,40.8,14,0.2,0,0.1,5.2,2.8,0.4,0.1,0,56.6,4,3,1,0
1.8,35.1,10.9,0.4,0,0.1,4.5,2.5,0.6,0.1,0,44.1,3,2,0,0
1.9,30.3,9.4,0.3,0,0.1,4.1,1.9,0.7,0.1,0,47.5,4,3,1,0
1.6,38.1,13.6,0.5,0,0.1,5.5,2.5,0.8,0.1,0,38.4,0,0,0,0
1.4,31.4,19.3,1.3,0,0.2,5.4,3.3,0.5,0,0,45.5,4,2,2,1
1.5,23.2,14.1,0.5,0,0.3,3.5,1.8,0.3,0,0,47,4,3,8,0
0.5,21.6,13.3,0.5,0,0.3,3.2,1.7,0.3,0,0,56.4,0,0,0,0
1.6,14.3,9.1,0.4,0,0.3,2.1,1.2,0.1,0,0,45.7,3,2,1,0
1,14.3,9.1,0.4,0,0.3,2.1,1.2,0.1,0,0,55.4,0,0,0,0
1,74.9,41.5,2.1,0,1.1,10.3,5.4,1.9,0.4,0,41.1,2,1,3,1
1.4,74.9,42.1,2.3,0,0.9,10.6,5.6,1.8,0.4,0,55.3,2,1,0,2
1.8,74.9,40.8,2.3,0,0.9,10.1,5.3,1.6,0.4,0,47.9,2,1,1,2
1.1,74.9,40.9,2.1,0,0.6,9.7,4.9,1.7,0.4,0,57.6,2,1,3,4
0.9,75.9,40.6,1.9,0,0.7,9.4,4.9,1.3,0.3,0,48.6,2,1,3,1
1.8,80.1,38.5,3.1,0.2,1.1,8.5,4.6,0.9,0.2,0,45.6,3,2,5,1
2,81,37.5,3.2,0.2,1.2,8.3,4.7,0.7,0.2,0,44.7,3,2,4,1
2.3,87.2,42.5,3.5,0.2,1.3,9,5.1,0.8,0.2,0,47.7,2,1,0,0
1.9,87.2,44.5,3.5,0.1,1.1,9.4,5.1,0.8,0.1,0,55.7,3,2,3,2
2,85.5,42,3.4,0,1.1,9,4.8,0.8,0.1,0,45,3,2,2,1
1.6,41.2,9.8,0.3,0,0.3,7,2,0.6,0,0,46.7,5,1,0,0
0.6,41.4,10.3,0.3,0,0.2,7.8,2.3,0.8,0,0,54.6,0,0,0,1
1.4,37.6,10.5,0.2,0,0.3,6.7,2.4,0.8,0,0,56.1,4,1,1,0
1.3,39.7,11.2,0.2,0,0.3,8.1,3,0.9,0.1,0,44.1,0,0,0,0
1.3,36.2,10.1,0.2,0,0.2,7.6,2.7,0.9,0.1,0,48.7,0,0,0,1
1.5,13.3,2.1,0,0,0,1.8,0.4,0.2,0.1,0,41.2,0,0,0,0
1.4,13,1.9,0,0,0,1.8,0.4,0.2,0.1,0,57,0,0,0,0
1.3,11.9,1.8,0,0,0,1.7,0.3,0.2,0.1,0,44.5,0,0,0,0
