65,0.5,0.8721437692642212,0,0.2,0.1,90,0,1.4,0.8,15.3,5.5,53.1,2,2,0
62.1,0.7,0.8415284633636475,0.1,0.9,0.8,90,0.0555555559694767,1.8,1.6,11.3,4.8,48.3,2,3,0
61.5,0.9,0.8443839728832245,0.1,0.9,0.8,90,0.0555555559694767,1.8,1,11.8,4.4,48.7,2,3,0
40.9,1.5,0.693386247754097,0.1,2.1,1.1,65.1,0.10000000149011612,1,1.5,11.7,3.9,59.8,0,0,0
49.3,1.1,0.7987009108066558,0.2,2.2,1.6,71.4,0.1538461595773697,1.3,1.4,9.7,2.5,60,2,2,0
49.1,1.9,0.7510527312755585,0.1,2.7,1.7,74.9,0.0833333358168602,1.2,1.5,12.8,4.1,62.6,0,0,0
47.7,1,0.7525120437145233,0.1,2.1,1.1,76,0.05882352963089943,1.7,1.8,11.8,4.5,62.6,3,2,0
45.4,1.6,0.809474778175354,0.1,3,1.9,76.1,0.0625,1.6,0.9,13.3,3.3,59.9,3,1,0
45.8,1.2,0.8036488890647888,0,2.6,1.5,76.1,0,1.8,0.5,12.2,3.2,59.9,3,1,0
50.2,1.2,0.8123509824275971,0,2.6,1.8,77.4,0,1.3,0.9,10.1,3.7,56.6,2,3,0
50.7,1.5,0.8351220071315766,0,2.8,2.2,73.4,0,1.2,1.6,9.9,3.4,57.4,2,3,0
53.3,1.9,0.8326282203197479,0.1,2.1,1.6,84.1,0.0625,1.6,1.1,13.2,4.5,61,2,3,0
33.8,0.2,0.6978872179985046,0,1.3,0.8,56.8,0,1.9,1.3,13.5,5.8,53.4,0,0,0
53.8,0.6,0.8574454188346863,0,0.7,0.2,69.3,0,1.3,1.6,17.5,5.9,62.4,4,3,0
36.6,0.1,0.7737440943717957,0,1.4,0.9,57.9,0,1.7,0.9,14.1,4.9,52.8,0,0,0
26,0.2,0.6907885253429413,0,0.8,0.4,45.9,0,1.7,1,14.9,4.9,56.3,3,1,0
18.8,0.2,0.5950616121292114,0.1,0.3,0.2,33.4,0.0416666679084301,2.4,2,10.1,4.6,53.9,0,0,0
30.6,0.1,0.7445133268833161,0,1.1,0.7,49.8,0,1.7,1.5,14.5,5.5,52.5,4,2,0
46.4,0.8,0.8287298738956451,0.1,0.4,0.3,72.5,0.05882352963089943,1.7,1.2,16.3,6.1,59,4,3,0
11.3,0.8,0.5123248159885406,0.1,0.3,0.1,52.9,0.125,0.8,1.9,12.8,3.5,49.2,4,1,0
14.5,0.6,0.6842446178197861,0,1.5,0.9,62.3,0,0.5,1.4,9.8,3.2,49.1,0,0,0
13.6,0.7,0.6870545208454132,0.1,1.1,0.5,69.9,0.0555555559694767,1.8,1.2,14.5,6.2,48.7,4,2,0
18.6,1,0.6914733409881592,0.2,1.7,0.8,88.7,0.1666666716337204,1.2,1.1,14.5,5.7,50.6,0,0,0
14.3,0.7,0.6405632942914963,0.1,1.1,0.5,69.9,0.05000000074505806,2,1.3,14.9,6.5,46.5,4,2,0
21.1,1.2,0.6903550624847412,0.3,1.6,1,86.6,0.1428571492433548,2.1,1.6,10.9,4.9,52.2,4,1,0
18.4,1.1,0.6579614341259002,0.2,1.7,0.9,73.3,0.20000000298023224,1,0.6,14,5.1,51.2,4,1,0
12.9,0.6,0.6782222151756286,0,1.2,0.7,62.8,0,0.5,1.3,8.7,3.1,49.9,4,1,0
16.4,0.8,0.6600447654724121,0.2,1.6,0.7,73.3,0.2222222238779068,0.9,1.7,13.5,5,50.9,4,1,0
11.4,0.9,0.5171786189079285,0,0.7,0.5,54.6,0,0.9,1,14,3.7,52.3,4,2,0
7.6,0.5,0.44932845830917356,0.1,0.9,0.4,33.7,0.1111111119389534,0.9,1.3,11.6,4.3,38.4,5,1,0
6.4,0.5,0.5031746119260788,0.1,0.8,0.4,26.3,0.09090909361839294,1.1,0.5,11.4,4.2,40.8,5,1,0
5.9,0.4,0.4976190537214279,0.1,1,0.5,25,0.0833333358168602,1.2,1.1,11.1,4.3,41,0,0,0
6,0.4,0.4559523850679398,0.1,1,0.5,26.2,0.0833333358168602,1.2,1.3,10.9,4.5,41.5,0,0,0
5.4,0.3,0.42261905074119566,0,0.8,0.4,24.2,0,1.3,1.2,11.9,4.7,43.7,0,0,1
5.7,0.3,0.48928571939468385,0,0.9,0.4,25.4,0,1.4,0.7,13.2,5.4,47.7,0,0,0
5.4,0.3,0.6814425766468049,0,1,0.6,21.6,0,2.3,1.5,15.2,5.5,54.5,0,0,0
4.7,0.4,0.5255644708871842,0,0.1,0.1,15.2,0,1.8,1,12.6,4.1,53.5,4,1,1
4,0.4,0.47678571939468384,0.2,0.4,0.1,15.1,0.13333334028720856,1.5,1.2,12.3,4.7,52.7,0,0,0
6.7,0.3,0.651442575454712,0,1.1,0.6,26.1,0,1.9,1.7,13.5,5,51.3,0,0,0
29.9,0,0.5366373866796493,0,0,0,74.3,0,2,1.2,8.2,3.9,43.2,1,1,0
28.5,0,0.5614168584346771,0,0,0,74.3,0,1.9,1.3,9.2,4.4,42.6,1,1,0
31.3,0,0.59141685962677,0,0,0,81,0,1.9,0.7,9.8,4.4,43.8,1,1,0
13.5,0.3,0.6124819695949555,0,0.9,0.6,34.7,0,1.1,2.4,10.1,3.7,40.8,0,0,0
8.9,0.2,0.5450410783290863,0,0.6,0.4,20.3,0,1.5,1.4,11.5,5,41.2,0,0,0
12.7,0.3,0.5374819695949554,0,0.8,0.6,31.8,0,1.2,1.2,10.5,4.4,40.6,0,0,0
10.7,0.2,0.5402791738510132,0,0.7,0.5,23.8,0,1.3,2.3,11.6,4.8,41.4,0,0,0
9.9,0.6,0.6481673926115036,0.1,2.6,0.8,61.6,0.0833333358168602,1.2,2.3,11.1,3.8,55.2,0,0,0
10.2,0.6,0.6777425557374954,0.1,2.5,0.8,54.1,0.10000000149011612,1,1.7,13.4,4.5,54.5,4,1,0
10.3,0.6,0.6565007239580154,0.1,2.6,0.8,56.7,0.09090909361839294,1.1,1.2,12,3.9,56.1,5,1,0
8.9,0.6,0.5980883061885833,0.1,2.7,1,64.5,0.06666667014360428,1.5,1.2,15.1,5.2,52.8,5,1,0
8,0.5,0.6117246687412262,0,2.7,1,59.8,0,1.5,1,16.4,6.1,53.5,5,1,1
3.3,0.2,0.5523076951503754,0.1,0.3,0.3,11.9,0.05263157933950424,1.9,2.166666666666667,15.4,5.8,58.7,0,0,0
4,0.2,0.47607143223285675,0.1,0.1,0.1,18.3,0.043478261679410934,2.3,1.5,14.5,5.5,52.5,0,0,0
2.8,0.2,0.4723076939582825,0.1,0.3,0.3,10.7,0.05000000074505806,2,1.5714285714285714,15.5,6.2,57.7,0,0,0
21,0.3,0.7448431432247162,0.1,2.1,1.4,62.7,0.0476190485060215,2.1,2.2,11.9,5.3,53.7,0,0,0
19.5,0.3,0.7919019639492035,0.1,2.1,1.3,58.2,0.0476190485060215,2.1,1.2,14.2,6.1,54.4,4,4,1
23.3,0.5,0.7538255631923676,0.1,2.1,1.3,65.8,0.04545454680919647,2.2,1.6,11.8,5.2,54.5,0,0,0
22.6,1.1,0.7923192918300629,0.1,1.7,0.8,49.2,0.05000000074505806,2,2.3,12.3,5,52.9,4,2,0
19,0.6,0.652117395401001,0.1,1.2,0.6,49.4,0.043478261679410934,2.3,1.9,14.1,5.2,51.4,0,0,0
20.8,0.5,0.7884409487247467,0.1,2,1.2,57.9,0.043478261679410934,2.3,1.3,11.4,5.2,52.5,4,3,0
18.6,0.6,0.6687840640544891,0.1,1.4,0.6,47.4,0.03999999910593033,2.5,0.8,14.2,5.1,52.8,0,0,0
16.9,0.4,0.7045014023780822,0.1,1.1,0.5,41.7,0.03703703731298447,2.7,1.4,16.3,7.7,54.7,0,0,0
31.7,1.8,0.7496920764446259,0.1,2.1,1.3,69.1,0.0833333358168602,1.2,1,9,3,44.8,3,2,0
35.3,1.3,0.8085475742816925,0,2.1,1.2,64,0,1,1.5,10.7,4.1,45.7,0,0,0
44.4,2,0.8135280996561051,0.2,2.7,1.6,66.7,0.1538461595773697,1.3,1.9,10.9,4.2,50.2,3,1,0
25.7,1.6,0.7108738869428635,0.1,1.7,0.9,54.4,0.10000000149011612,1,1.7,13.4,4.8,47.3,0,0,0
62.7,1.5,0.8473519623279572,0.2,1.9,0.7,88.6,0.20000000298023224,1,1.1,11.6,3.3,54.4,4,3,0
31.8,1.2,0.8361495614051819,0.2,1.9,1.6,49,0.1818181872367859,1.1,0.8,12.9,3.9,47.5,0,0,0
30.3,2,0.7281261384487152,0,1.4,0.7,65,0,0.8,1.1,11.8,3.8,47.3,3,1,0
15.8,0.3,0.4966000825166702,0.1,0.9,0.5,30.8,0.06666667014360428,1.5,1.4,17.5,6.3,53.4,0,0,0
30.2,1.8,0.8082607746124267,0.2,2.9,1.9,58.6,0.1538461595773697,1.3,1.1,10.9,3.9,46.5,4,2,0
23.6,1.7,0.7147627741098403,0.1,1.5,0.9,51.9,0.09090909361839294,1.1,0.8,14,5,47.6,3,2,0
46.1,1.6,0.8471391439437866,0.3,1.2,0.6,78,0.1764705926179886,1.7,2.2,11,4.1,48.3,0,0,0
29.3,1,0.6687500834465027,0.2,0.8,0.3,54.9,0.20000000298023224,1,1.1,10.7,3.8,48.8,0,0,0
17.9,0.5,0.6649190127849579,0,0.4,0.1,38.4,0,1.2,1.6,11.5,3.9,52.6,0,0,0
19.1,0.6,0.49574399590492246,0.2,0.6,0.3,29.8,0.2857142984867096,0.7,0.6,10.1,2.9,49,3,1,0
13.6,0.2,0.5358508348464965,0,0.3,0.1,24.4,0,0.8,0.6,10.6,3,50.2,0,0,0
11.5,0.2,0.5812425434589386,0,0.3,0.1,24.1,0,1,1.8,10.6,3.4,51.2,3,1,0
16.5,0.4,0.517669016122818,0,0.5,0.2,26.8,0,0.6,1.1,10.7,2.9,50.2,0,0,0
6.8,0.4,0.673782467842102,0,0.9,0.1,30.9,0,1.8,1.9,12.8,5,45.5,0,0,0
2.9,0.1,0.21734266281127929,0,0.3,0.1,14,0,1.1,1.9,13.5,4.25,44,0,0,0
3.2,0.1,0.3173426628112793,0,0.3,0.1,16.5,0,1.3,3,15.5,5.4,50.2,0,0,0
8.9,0.1,0.8144823253154755,0,1.2,0.2,42.1,0,1.6,0.8,15.8,5.7,53.4,0,0,0
8.1,0.1,0.7144823253154755,0,1,0.2,37.8,0,1.8,1.4,15.8,5.7,52.3,0,0,0
4.7,0.5,0.5752976208925247,0,0.8,0.2,25.6,0,1.5,1.8,14.3,5,47.6,5,1,0
7.6,0.1,0.6178477108478546,0,1.1,0.2,35.6,0,1.7,1.1,14.7,5.1,53.2,0,0,0
5.4,0,0.21571428775787355,0,0,0,27,0,1.2,0.7,12.6,5.3,47.6,0,0,0
3.4,0,0.14571428894996644,0,0,0,18,0,1.2,1.8,12.7,4.4,49.6,0,0,0
3.4,0,0.14571428894996644,0,0,0,18,0,1.3,1.9,12.4,5.5,47.5,0,0,0
7,0,0.29071428775787356,0,0,0,36,0,1.1,0.7,12.3,5,47.7,0,0,0
3.4,0,0.14571428894996644,0,0,0,18,0,1.4,1.1,13.2,5.8,46.3,0,0,0
14.3,0.6,0.6015016704797744,0,0.3,0.1,72.7,0,1.7,1.6,15.5,4.8,53.9,5,2,0
8.2,0.4,0.5914285778999329,0,0.1,0,48.3,0,1.5,2.1,16.2,5.4,54.4,5,2,0
11.3,0.5,0.6162340983748436,0,0,0,82.2,0,1.3,1.2,12,3.9,56.1,4,2,0
12.9,0.9,0.5653206974267959,0.3,0.5,0.4,83.1,0.1764705926179886,1.7,1.5,13.5,4.6,54.5,4,1,0
6.8,0.3,0.377602344751358,0,0,0,32,0,0.8,2.1,11.5,4.3,48.7,4,2,0
4.1,0.1,0.33500000834465027,0,0,0,19.4,0,0.8,1.8,12.2,4.3,54.1,0,0,0
3.7,0.1,0.3683333396911621,0,0.1,0,18.6,0,0.7,2.2,7.3,2.4,40.5,0,0,0
6.2,0.3,0.5309356778860093,0,0,0,31.2,0,1.2,1.1,10.6,3.5,48.5,0,0,0
28.3,0.5,0.7753903806209564,0,0.9,0.6,59.2,0,1.5,1,13.2,4.7,40.4,3,2,0
26.6,0.6,0.7745332419872284,0,1,0.6,57.3,0,1.6,1.2,11.5,4.1,39.6,3,2,0
27.4,0.5,0.78084636926651,0,1.4,0.7,57.3,0,1.6,1.5,11.3,4.1,39.2,3,2,0
29,0.4,0.7295446693897247,0,1.3,0.6,52.1,0,1.6,1.1,10.1,3.5,48.2,3,2,0
17.7,0.1,0.44976757764816283,0,0.4,0.2,35.9,0,1.4,1.9,9.9,3.3,55.9,3,1,0
37.5,0.4,0.7310562193393707,0,0.8,0.8,63.8,0,1.5,1.6,10,3.6,48.1,3,1,0
24.1,0.2,0.45220584273338316,0,0.3,0.2,35.1,0,1.3,1.7,10.9,3.6,56,0,0,0
40.9,0.6,0.8496066093444824,0,1,1,76.9,0,1.1,1.8,9.8,3.3,44.8,3,3,0
13.9,0.1,0.4427976250648499,0,0.4,0.1,41.5,0,1,0.8,9.2,3.6,45.4,3,3,0
4.3,0.1,0.2563725471496582,0,0.5,0.3,14.9,0,0.8,1.4,10.8,3.2,42.2,0,0,0
9.7,0,0.36898810267448423,0,0.3,0,32.5,0,1.1,1.1,10.1,3.6,45.7,0,0,0
9.7,0,0.36898810267448423,0,0.3,0,32.5,0,1,1.8,10,3.7,45,3,4,0
10.6,0.2,0.39208683371543884,0,0.6,0.4,32.9,0,0.9,1,9,3.2,40,0,0,0
30.6,1.1,0.7882147192955017,0.2,0.6,0.4,53.1,0.20000000298023224,1,0.8,12.1,4.4,48.6,3,1,0
27.1,0.9,0.797517043352127,0.2,0.6,0.4,45.5,0.1818181872367859,1.1,1.2,12.1,4.4,50.2,3,1,0
27.2,0.7,0.8010452687740326,0.2,0.6,0.4,47.6,0.1666666716337204,1.2,1.4,12.7,5,49.7,0,0,0
23.7,0.5,0.7928892374038696,0.2,0.6,0.4,43.1,0.20000000298023224,1,2.3,11.9,4.2,47.8,3,1,0
24,0.7,0.7806772589683533,0.2,0.5,0.3,49.6,0.1818181872367859,1.1,1,11.8,4.3,46.5,0,0,0
29.3,1,0.7675625026226044,0.2,0.5,0.3,55.2,0.20000000298023224,1,1.2,12.1,4.7,49.2,0,0,0
6.9,0.2,0.48804692924022675,0,2,1.2,31.2,0,1.1,1.8,9.6,3.4,53.8,0,0,0
12.3,0.5,0.706119054555893,0.1,2.3,1.1,46,0.10000000149011612,1,0.9,9.7,3,38.9,4,3,0
7.9,0.4,0.7373249381780624,0.2,1.2,0.5,36.1,0.125,1.6,0.9,10.8,4.5,45.4,0,0,0
15.1,0.4,0.7186364591121673,0.1,2.8,1.2,56.3,0.09090909361839294,1.1,1.7,10.1,3.9,40.6,0,0,0
5.6,0.2,0.5578011274337769,0.1,0.7,0.3,26.6,0.0833333358168602,1.2,1.5,8.3,2.7,55.5,0,0,0
7.1,0.5,0.48470085859298706,0,2.4,1.5,37.8,0,1.1,3.1,11,3.6,55.7,0,0,0
7.9,0.7,0.5560644298791886,0.2,1.4,0.7,27.5,0.1818181872367859,1.1,1.7,10.5,3.8,47.3,0,0,0
17.4,0.2,0.7620303988456726,0,2.2,1,59.2,0,0.8,1.1,8.9,3.2,40.8,4,3,0
21.2,0.2,0.7884286522865296,0,1.2,0.5,56.2,0,1.2,1.1,8.9,2.6,57.7,5,2,0
27.3,0.3,0.7725026905536652,0.1,0.9,0.6,72,0.05263157933950424,1.9,0.7,8.3,3.9,51.9,4,1,0
