38.2,30,0.7443670064210892,89,395.3,308.5,44.6,68.8,608.9,2,2,18
36.7,28.7,0.7428518503904342,86.3,366.5,280.2,40.6,61.1,491.7,2,2,19
33.2,26.3,0.7619517326354981,90,415,327.1,46.1,46.4,375.4,2,2,47
36.6,29.1,0.7644042909145355,90,419.8,331.9,46.1,53.9,397,2,3,25
27,20.4,0.7579565286636353,88.3,392.7,288,44.6,47,320.8,4,2,20
24.8,18.9,0.7680195510387421,84.1,428.6,322.2,52.1,59,449.2,4,2,41
25.9,20.2,0.7865380704402923,86.1,430.9,331.3,50.1,50,359.8,4,2,16
26.7,20.5,0.7736421406269074,86.1,424.2,324,47.3,48.4,333.8,4,2,26
8.9,5.6,0.6440842628479004,51.8,415.8,335.9,45.5,47,359.1,0,0,4
8.4,5.4,0.6774175941944123,51.4,429,349.9,46.9,57.1,460.8,5,1,21
45,36.6,0.813454270362854,82,398,324,43.3,41.9,318,2,3,50
60.1,51.5,0.8599588871002197,90,411,329.8,46.2,56.5,454.4,2,4,53
42.1,33.3,0.778958386182785,90,354.2,275.3,39.4,54.9,440.9,2,3,34
42,33.4,0.7840844333171845,90,355.4,278.2,40.1,54.875,391.125,2,3,40
45.9,36.7,0.7941715896129609,90,361,276.8,42.6,64.4,625.5,2,5,36
55.4,48,0.8530320703983307,90,422,334.8,46,46.5,314.3,2,4,78
38.6,30.7,0.7835929811000824,90,343.6,262.3,39.9,40.7,312.8,2,3,32
54.6,47.5,0.8630325257778168,90,416,334.5,44.9,51.3,366.4,2,4,42
53.8,796.3,9.564947253465652,90,412.1,336.1,45.6,57.5,492.9,2,4,44
26,22,0.8491510510444641,67.1,517,434.3,56.1,62.6,566.4,0,0,9
14.5,11.9,0.6028199315071106,36.4,493.1,411.3,54.8,44.5,344.9,0,0,9
10,8.5,0.7087037026882171,30.6,426,348,48.6,45.4,340.9,5,1,19
18.4,15.6,0.7470394521951675,53,450.5,367.7,53.5,43.6,219.4,0,0,1
21.6,18.3,0.7599158227443695,56.9,434.9,357.2,52,56.5,422.8,5,1,14
13.8,12.3,0.804282295703888,40.7,404.2,335.2,45.9,52,446.3,0,0,0
23.7,20.2,0.8567899405956269,62.6,504.5,421.7,55.7,44.3,302.8,4,1,19
21.1,19.2,0.9206588268280029,53,480.9,412.2,51,61.3,508.8,5,1,31
29.7,24.8,0.7583538591861725,51.3,426.7,353.7,45.3,43.9,291,3,1,34
24.9,20.6,0.6708538591861725,44.6,402.1,330,43.7,48.2,337.3,0,0,48
21,16.9,0.5759820640087128,38.4,401.9,328.5,45.3,60.7,575,4,2,39
19.3,15.4,0.5764094173908234,31.4,405.4,330.3,45.6,45.5,353.5,4,2,26
14.1,11.1,0.5769841253757477,23.2,391.8,318.1,43.8,47,295.4,4,3,58
13.3,10.5,0.5019841253757477,21.6,409.3,335.3,46.2,56.4,456.4,0,0,8
9.1,7.4,0.42817460298538207,14.3,413.7,340.2,46.5,45.7,337.1,3,2,42
9.1,7.4,0.42817460298538207,14.3,435.8,362,49.5,55.4,434.5,0,0,0
41.5,37.1,0.8838025450706481,74.9,422.4,334.4,46.6,41.1,292.6,2,1,46
42.1,37.4,0.8778501629829407,74.9,444.5,358.5,49.1,55.3,417.9,2,1,36
40.8,35.6,0.8649314999580383,74.9,440.7,350.3,49.1,47.9,354.9,2,1,57
40.9,35.8,0.8684074342250824,74.9,453.3,364.1,49.9,57.6,449.7,2,1,33
40.6,35.8,0.875561648607254,75.9,453.1,360.3,50.2,48.6,376,2,1,37
34.3,30.1,0.8610094070434571,67.7,422,333,46.9,44.3,338.7,2,1,67
36.8,32.7,0.875243854522705,69.9,424.2,338,47.9,45.5,331.2,3,3,19
31.1,27.4,0.7822613954544068,61.7,409.4,322.9,46,46.1,310.9,2,1,57
29.8,52.2,7.288143748044968,62.2,402.6,312.5,45,52,387.2,0,0,17
44.9,37.4,0.8358456254005432,87.3,395.9,324.2,43.5,54,436.1,3,3,32
42,35.8,0.8510379374027253,76.1,431,345.8,45.6,51.2,411.8,3,2,50
47.8,40.9,0.8599542796611785,83.5,451.8,364.9,48.8,47.5,359,3,3,67
48.9,42.3,0.8518730461597442,83.3,414,329.5,45.2,42.4,305.5,4,4,37
34.6,29.3,0.846871268749237,69.1,402.4,319.4,43.7,40.5,250.4,3,2,80
47,39.8,0.8310718894004822,83.2,417.8,333.4,46.3,58.4,508.8,3,2,53
28.3,24,0.8461156904697418,58.2,406.3,326.1,42.9,42.9,321,3,2,51
33.9,28.6,0.8323163390159607,66.9,413.5,328.3,43.9,67.1,633.8,3,3,35
48.6,41.3,0.8401621401309967,86.2,388.4,304,43.1,46.1,363.2,3,4,42
48.3,41.4,0.8482552707195282,83.2,405,320.7,43.2,48.9,353.2,3,2,44
6.9,3.9,0.511841744184494,33.6,477,393.3,54.1,46,330.3,4,1,7
5.5,2.7,0.4207703173160553,22.4,415.7,326.4,48.7,43.7,329,0,0,9
5.6,3,0.4564846038818359,23.8,425.1,338.6,49.8,43.7,321.5,0,0,6
5.6,2.9,0.4439846038818359,29.1,443.4,359.2,51.8,59.3,516.4,0,0,8
5.2,3.3,0.5443493828177453,31.8,348.8,251.4,43.3,52,370.9,4,1,15
5.9,3.8,0.45833334028720857,28.2,382.6,290.2,44.7,47,307.3,0,0,2
6.5,3.9,0.4750000074505806,29.6,374.8,282.7,43.4,38.3,240.2,0,0,0
6.5,3.9,0.5212121292948723,36.1,363.6,269,44.3,41.8,274.6,4,1,12
6.2,4,0.5376827165484428,35.7,351.7,256.5,43.1,50.7,358.9,5,1,20
5.9,3.7,0.4250000059604645,27.7,368.2,275.7,42.9,47.6,319.8,0,0,0
5.9,3.7,0.4250000059604645,27.7,364.1,271.6,42.7,61.3,539,0,0,0
0.9,0.7,0.3666666686534882,11.2,524.1,450,55.4,46,345,0,0,0
0.7,0.5,0.26666666865348815,10.3,507.9,430.7,57.3,50.9,363.4,0,0,0
14.8,11.3,0.7722815215587616,62.6,446.9,357,52.3,45,335.8,4,2,24
15.3,11.3,0.7562815189361572,62.8,426.7,337.5,50.2,45.4,306.5,4,1,20
18,13.1,0.7562815189361572,68.8,436.8,345,50.4,46.8,343.1,0,0,3
18.8,13.6,0.7562815189361572,74.7,419.1,328.3,48.8,45.8,289.1,0,0,8
21,15.2,0.7312815189361572,82,426.2,336.5,50.6,57.1,455.4,0,0,2
20.5,14.8,0.721757709980011,83.8,414,328.3,49.1,54.8,429.2,4,3,12
20.8,14.5,0.6959203898906707,83.8,415.7,332.6,49.2,46.3,341.7,4,1,19
22,15.1,0.6761401712894439,83.8,422.8,340.4,49.7,56.5,464.5,4,3,14
22,15.1,0.6761401712894439,83.5,438.5,357,51.7,47.5,339.5,4,1,21
20.8,14.3,0.6670492649078369,77.5,437.7,355.7,50.8,49.9,360.9,4,2,22
42.8,36.4,0.8284329295158386,89.1,444.9,335.7,50.2,47.1,305.2,2,2,74
42.1,35.4,0.8181029438972474,86.4,435.5,328.9,48.2,40.5,282,2,2,41
43.1,35.6,0.7995911478996277,86.4,456.7,347,50.8,61.6,515.3,2,2,19
45,37.6,0.8104906201362609,87.3,461.6,355.3,50.9,49.8,414.8,2,2,35
12.5,11,0.2431026041507721,22.5,395.1,307.1,50.3,59.7,476.8,0,0,0
17.8,15.4,0.32612147331237795,31.5,395.7,307.1,50.9,51,338.5,0,0,0
19.8,17.1,0.4111214756965637,40.5,389.5,300.4,50.1,46.7,349.2,0,0,0
19.8,17.1,0.4111214756965637,40.5,382.1,292.3,48.2,45.7,253.5,0,0,0
19.8,17.1,0.4111214756965637,40.5,363.9,275.3,45.4,41,235.9,0,0,0
18.2,15.8,0.4101690948009491,39.3,351.3,263.7,43.3,38.9,226.8,2,2,21
18.5,16.3,0.4387405216693878,37.9,355.9,271.4,43.9,51.7,329.3,0,0,7
18.5,16.3,0.4387405216693878,37.9,364.2,275,46,59.5,537.7,0,0,0
