0,0.7,0,0,90,1.9,46.2,11.2,3.9,1,2,2,0
0,0.1,0,0,90,1.7,46.1,10,4.2,1.4,2,2,0
0,0.6,0,0,89,1.8,46.1,10.7,3.6,1.3,2,2,0
0,0.7,0,0,86.3,2.2,37.8,13.3,6.2,1.8,2,2,0
0,0.7,0,0,89,1.9,46.7,12.3,4.3,1.1,2,2,0
0,0.3,0,0,90,1.7,43,11.4,3.7,1.1,2,2,0
0,0.1,0,0,85.5,1.5,50.8,10.4,4.4,1.2,4,2,0
0,0.1,0,0,88.3,1.4,44.6,12.8,5.2,1.8,4,2,0
0,0.1,0,0,86.1,1.6,47.3,14,4.6,1.7,4,2,0
0,0.1,0,0,89,1.5,46.3,18,5.2,1.5,4,1,0
0,0.2,0,0,51.8,1.5,45.5,15,5.5,1.6,0,0,0
0,1,0,0,90,1.3,40.6,11.8,4.8,2,2,4,0
0,0.4,0,0,82,1.6,45.7,14.5,5.2,2.3,2,3,0
0,0.3,0,0,90,1.5,43.2,13.1,5.1,1.8,2,4,0
0,0.6,0,0,90,2.1,39.9,11.5,4.7,1.6,2,3,0
0,0.1,0,0,90,0.7,46,13.2,5.5,1.6,2,4,0
0,0.5,0,0,90,1.7,46.8,11.3,3.6,1.1,2,4,0
0,0.5,0,0,90,1.8,45.6,12.3,3.8,1,2,4,0
0,1,0,0,90,1.9,39.4,11.2,4.1,1.2,2,3,0
0,0,0,0,74.6,0.5,51,12.5,4.6,1.7,0,0,0
0,0,0,0,30.5,1.1,52,13,4,1.6,4,3,0
0,0,0,0,53.5,0.9,53.6,13.5,4.1,1.2,0,0,0
0,0,0,0,40.7,1.2,45.9,14.9,5.8,2.4,0,0,0
0,0,0,0,35.4,1.2,46.6,9.9,2.8,0.9,5,1,0
0,0,0,0,28.1,1.3,53.4,9.8,3.3,1.2,0,0,0
0,0,0,0,63.2,1.2,52.2,17.4,5.3,1.9,5,1,0
0,0,0,0,60.3,1.2,55.2,16.2,6,2.9,4,1,0
0,0,0,0,31.6,1.2,50.4,16,6.4,2.3,0,0,0
0,0,0,0,51.3,2,45.3,13.2,4.4,1,3,1,0
0,0,0,0,44.6,2.1,43.7,11.6,4.6,1.3,0,0,0
0,0,0,0,38.4,1.9,45.3,13.8,6.7,2.8,4,2,0
0,0,0,0,31.4,1.8,45.6,11.7,4.6,1.5,4,2,0
0,0,0,0,23.2,2.2,43.8,10.2,3.4,1.1,4,3,0
0,0,0,0,21.6,2.6,46.2,14.5,4.7,1.5,0,0,0
0,0,0,0,14.3,2.7,46.5,10.5,5.4,2,3,2,0
0,0,0,0,14.3,2.7,49.5,15.5,6.5,2.3,0,0,0
0,0,0,0,74.9,1.8,46.6,11.7,4.3,1,2,1,0
0,0,0,0,74.9,1.8,49.1,10.6,3.4,1.4,2,1,0
0,0,0,0,74.9,1.7,49.1,13.7,4.4,1.7,2,1,0
0,0,0,0,74.9,2,49.9,14.6,5,1,2,1,0
0,0,0,0,75.9,1.8,50.2,14.3,5.7,2.4,2,1,0
0,0,0,0,67.7,1.9,46.9,11.4,4.3,1.4,2,1,0
0,0,0,0,69.9,1.9,47.9,10.4,3,0.7,3,3,0
0,0,0,0,61.7,1.7,46,11.3,4.8,1.3,2,1,0
0,0,0,0,62.2,1.5,45,8.3,2,0.8,0,0,0
0,0.1,0,0,87.3,2.3,41.3,13.1,4.8,1,3,2,0
0,0,0,0,90,1.3,43.7,9.6,3.6,1.8,3,1,0
0,0,0,0,90,1.8,41.9,11,4,1.3,3,1,0
0,0.2,0,0,81.6,1.5,48.8,9.1,3.1,1.4,3,4,0
0,0,0,0,83.8,1.7,44.6,10.5,4.6,1.7,4,4,0
0,0,0,0,83.2,1.3,42.6,14.5,5,1.6,3,2,0
0,0.1,0,0,90,1.6,48.3,11.9,3.4,1.1,3,2,0
0,0,0,0,83.3,1.6,45.2,11.5,4.1,1.2,4,4,0
0,0,0,0,90,1.5,45.2,18.1,6,2.1,3,2,0
0,0,0,0,90,1.7,45.6,9.6,3.3,1.2,3,2,0
0,0,0,0,22.4,1.4,48.7,12.2,3.9,1.6,0,0,0
0,0,0,0,27.4,2.5,44,12.2,3.1,0.4,0,0,0
0,0,0,0,32.2,3.3,43.7,11.4,4.5,1.5,0,0,0
0,0,0,0,33.2,3.3,43.8,15.6,5.5,2.1,0,0,0
0,0,0,0,30.6,3,45.1,9.4,2.5,1,0,0,0
0,0,0,0,36.1,3.5,44.3,11.5,4,1.7,4,1,0
0,0,0,0,11.2,0.9,54.2,14.1,6.1,1.9,0,0,0
0,0,0,0,10.3,0.6,57.3,12.2,4,1.1,0,0,0
0,0,0,0,62.6,1.9,52.3,12.5,4.9,1.7,4,2,0
0,0.1,0,0,62.8,2,50.2,12.4,4.1,1,4,1,0
0,0.1,0,0,68.8,2.2,50.4,12.9,4,0.9,0,0,0
0,0.1,0,0,74.7,2.2,48.8,9.7,3.4,1.2,0,0,0
0,0.1,0,0,82,1.8,50.6,13.4,4.1,1.5,0,0,0
0,0.1,0,0,83.8,1.9,49.1,13.4,5.4,2.5,4,3,0
0,0.1,0,0,83.8,2,49.2,10.1,5.4,2.1,4,1,0
0,0.1,0,0,83.8,1.9,49.7,14.6,4.5,1.6,4,3,0
0,0.1,0,0,83.5,1.7,51.7,10.6,3.4,0.9,4,1,0
0,0.1,0,0,77.5,1.6,50.8,11.6,4.2,1.1,4,2,0
0,0.1,0,0,89.1,1.4,50.2,12.8,3.5,1,2,2,0
0,0.1,0,0,86.4,1.9,48.2,12.1,4.6,1.2,2,2,0
0,0,0,0,86.4,1.9,50.8,13.8,5.4,2.6,2,2,0
0,0.1,0,0,87.3,1.8,50.9,13.1,5.4,2.4,2,2,0
0,0.1,0,0,22.5,1.3,50.3,13.6,4.7,1.4,0,0,0
0,0.3,0,0,31.5,1.4,50.9,8.8,3.5,1.3,0,0,0
0,0.4,0,0,40.5,1.3,50.1,12.5,4.9,1.6,0,0,0
0,0.4,0,0,40.5,1.3,48.2,11.2,3.8,1,0,0,0
0,0.4,0,0,40.5,1.5,45.4,10.8,2.7,0.8,0,0,0
0,0.4,0,0,39.3,1.5,43.3,10.3,3.2,1,2,2,0
0,0.3,0,0,37.9,1.5,43.9,13.1,4.1,0.9,0,0,0
0,0.3,0,0,37.9,1.5,46,17.7,6.5,2.1,0,0,0
0,0.4,0,0,42.4,1.4,44.9,11.7,3.7,1.2,0,0,0
0,0.4,0,0,42.4,1.4,43.6,7.8,3,1,0,0,0
0,0,0,0,29.7,1.2,54.8,13,3.5,1.1,3,4,0
0,0,0,0,37.2,1.3,54.3,12.5,3.5,1,4,3,0
0,0.1,0,0,10.7,1,46.5,12.4,4.5,1.4,0,0,0
0,0,0,0,20,1.3,48.3,9.9,3.3,0.8,0,0,0
0,0.1,0,0,10.7,1,48,15.7,5.6,1.9,0,0,0
0,0.1,0,0,23.3,1.3,48.7,12.6,4.6,1.4,0,0,0
0,0.2,0,0,68.3,2.1,57.8,12.9,4.9,2,4,3,0
0,0.1,0,0,26.8,1.3,51.7,11.7,3.3,1,0,0,0
