54.3,0.1,0.7,0.1,22,0.7416718900203705,1.3,0.5,6.9,1,0.8,0,0,0.2,2,2,1.4,11.7,54.1,514.8,0.853517484664917,2.8,0.4,1.7,15.6,47.7,409.5,0.7957256972789765,2.4,0.3,0,0,0
48.7,0.1,0.6,0.1,18.2,0.706486701965332,1.3,0.5,6.3,0.8,0.9,0,0,0.2,2,4,1.3,12.1,53.3,493,0.8439476370811463,3.3,0.5,1.9,12.1,53.1,455.9,0.8414073884487152,2.5,0,1,1,0
46.6,0,0.5,0.1,19.2,0.7186882972717286,1.4,0.7,6.9,0.8,1.3,0,0,0.3,2,2,1.3,11.5,52.3,486.5,0.8424968123435974,3.3,0.5,0.8,13.6,42.1,368.8,0.7449875414371491,2.8,0.4,0,0,0
37.6,0,0.2,0.1,16,0.6530632972717285,1.3,0.6,5.6,0.4,1.2,0,0,0.3,2,2,1.3,12.1,51.3,464.1,0.8300705492496491,3.3,0.4,2,13.4,50.6,438.2,0.8144278764724732,2.2,0.3,1,0,0
37.6,0,0.2,0.1,15.5,0.6463966310024262,1.3,0.6,5.7,0.5,1.1,0,0,0.3,2,3,1.6,11.5,53.8,496.3,0.8389009356498718,3.3,0.1,0.7,9.9,50.3,447.8,0.8288632929325104,1.5,0.4,2,1,0
78,0.2,1.6,0.1,19.2,0.693922045826912,0.9,0.3,10.7,0.8,1.5,0,0,0,4,1,1.7,11.2,45.9,406.3,0.7648439705371857,1.9,0,1.6,10,44.2,382.9,0.7832114517688751,2,0.1,4,0,0
78.5,0.2,1.6,0,18,0.7037434726953506,0.7,0.3,10.1,0.7,1.5,0,0,0,5,2,2,10.2,44.6,408.7,0.7747738420963287,1.7,0,1.7,10.4,46.2,415.1,0.8143402695655823,2.2,0,2,0,0
78.5,0.2,1.7,0.1,18.6,0.7259656935930252,0.8,0.2,10.3,0.7,1.2,0,0,0,5,2,2.1,9.9,43.7,406.4,0.7781306982040406,1.7,0,1.7,11.5,35.7,314.5,0.725653064250946,1.9,0,4,0,0
76.6,0.2,1.6,0.1,17.7,0.7336929708719253,0.7,0.2,10.4,0.6,1.4,0,0,0,4,1,2,9.9,44.7,409.8,0.7863038361072541,1.7,0,1.7,9.9,51.6,459.6,0.8029710054397583,1.9,0.1,0,0,0
76.6,0.2,1.6,0.1,17.9,0.7556743919849396,0.8,0.3,10.5,0.6,1.6,0,0,0,4,1,1.8,10.4,46.2,417.5,0.7871790051460266,1.8,0,1.8,11.7,59.1,541.3,0.847051864862442,1.4,0,1,0,0
89.7,0,0,0,52.3,0.8240549385547637,3.9,1.4,9.9,0.9,1.9,0,0.1,0.2,3,1,2.1,11.8,47.5,406.6,0.7456328094005584,2.1,0.1,1.1,8.4,40.6,340.7,0.6900080919265748,1.5,0,1,0,0
89.7,0,0,0,57,0.8339774191379548,3.9,1.4,9.9,0.9,1.9,0,0.1,0.2,3,1,2.1,12.3,47.4,407,0.7407724261283875,2.2,0.1,1.6,10.7,44.8,391.4,0.796455842256546,2.1,0.1,1,0,0
89.7,0,0,0,59.4,0.8288011252880096,4.1,1.3,10.1,0.9,1.7,0,0.1,0.3,3,1,1.9,13.5,45.5,396.9,0.7333606660366059,2.4,0.2,1.3,9.2,48.9,456.7,0.811652946472168,1.4,0,2,0,0
89.7,0,0,0,61.5,0.8233149468898773,3.9,1.1,10.5,0.9,1.9,0,0.1,0.3,3,1,2.4,12.5,48.3,416,0.7521013498306275,2.1,0.2,0.5,10.1,52.3,447,0.7869531154632569,1.2,0,2,0,0
90,0,0,0,58.7,0.8178359746932984,4,1.4,10.7,1,1.8,0,0,0.1,3,1,1.9,13.1,53.3,450.8,0.7585856199264527,2.1,0.1,1.2,10.4,52,524.3,0.8401990592479706,1.8,0,4,2,1
33.7,0.2,0.4,0.1,7.6,0.44932845830917356,1.1,0,6.5,0.3,1.2,0,0,0.1,5,1,1.6,14.7,38.4,336.5,0.6748366594314575,1.7,0,1.3,12.9,48.9,415,0.79838986992836,2.3,0.1,1,0,0
26.3,0.1,0.3,0.1,6.4,0.5031746119260788,1.1,0,5.4,0.3,0.9,0,0,0.1,5,1,1.5,14.5,40.8,354.2,0.7051806390285492,1.8,0,0.5,10.7,62.3,601.9,0.8586155652999878,2.1,0,4,0,0
25,0.1,0.2,0.1,5.9,0.4976190537214279,1,0,5.4,0.3,1,0,0,0.1,0,0,1.5,15,41,353,0.7063942193984986,1.8,0,1.1,7.6,34.5,287,0.4937465250492096,2.3,0,1,0,0
26.2,0.1,0.3,0.1,6,0.4559523850679398,0.7,0,5.1,0.3,1,0,0,0.1,0,0,1.6,15.5,41.5,352.7,0.7074050843715668,2.2,0,1.3,8,35.3,282.7,0.49439475536346433,2,0,0,0,0
24.2,0.1,0.3,0,5.4,0.42261905074119566,0.6,0,4.6,0.3,1,0,0,0,0,0,1.6,15.7,43.7,374.8,0.7275731503963471,2,0,1.2,11.1,64.5,627.2,0.8682870864868164,2.2,0.2,0,1,0
23.6,0,0.8,0.1,5.6,0.37200828790664675,0.5,0.1,5.3,0.3,0.7,0,0,0,0,0,2.3,11.3,44.9,389.8,0.7477906823158265,1.9,0.2,2.7,13.4,46.6,363.8,0.7231435239315033,1.8,0,0,0,0
25.2,0,0.9,0.1,6.4,0.43450828790664675,0.5,0.1,5.6,0.3,0.7,0,0,0,0,0,2.3,11.1,49.2,419.3,0.7724001944065094,1.9,0.2,0.8,9.9,63.3,595,0.8744825482368469,1.4,0,0,0,0
26.2,0,0.9,0.1,6.6,0.43450828790664675,0.5,0.1,5.9,0.4,0.7,0,0,0,0,0,2.3,11.6,49.4,414.7,0.7688034355640412,2.3,0.3,1.7,11.5,51,450.8,0.7687508285045623,1.9,0.1,0,0,0
23.1,0.1,0.9,0.1,5.7,0.4578416168689728,0.5,0.1,4.9,0.3,0.6,0,0,0,5,1,2.3,12,49,413.5,0.771983677148819,2.3,0.3,1.6,12,43.3,344.4,0.7203255474567414,2.6,0,1,0,0
19.6,0.1,0.4,0,4,0.4839285731315613,0.4,0,4.4,0.2,0.6,0,0,0,5,1,2.1,12.5,49.5,403.4,0.7712223112583161,2.4,0.3,2,11.4,53.3,525.8,0.8443414032459259,2.4,0.2,1,0,0
74.3,0,0,0,29.9,0.5366373866796493,0,0,0.6,0.1,0.1,0,0.1,0.1,1,1,1.7,10.9,43.2,413.5,0.8031660497188569,2.7,0.3,1.2,12.4,46.8,444.2,0.7844495058059693,1.9,0.2,0,0,0
